,curated_organism_name,accession,length,superkingdom_code,genus_code,species_code,superkingdom_name,genus_name,species_name,taxid,species_taxid,GCF_accession,GCF_accession_without_version,filename,num_contigs,info,refseq_organism_name,refseq_full_organism_name,bacsort_organism_name,bioproject,biosample,refseq_category,infraspecific_name,assembly_level,asm_name,submitter,ftp_path
637,Escherichia coli,Escherichia_coli/0050.fna.gz,4621100,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0050.fna.gz,Escherichia_coli/0050.fna.gz,Escherichia_coli/0050.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
638,Escherichia coli,Escherichia_coli/0051.fna.gz,4713646,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0051.fna.gz,Escherichia_coli/0051.fna.gz,Escherichia_coli/0051.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
639,Escherichia coli,Escherichia_coli/0052.fna.gz,5029094,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0052.fna.gz,Escherichia_coli/0052.fna.gz,Escherichia_coli/0052.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
640,Escherichia coli,Escherichia_coli/0053.fna.gz,5445834,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0053.fna.gz,Escherichia_coli/0053.fna.gz,Escherichia_coli/0053.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
641,Escherichia coli,Escherichia_coli/0054.fna.gz,5559642,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0054.fna.gz,Escherichia_coli/0054.fna.gz,Escherichia_coli/0054.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
642,Escherichia coli,Escherichia_coli/0055.fna.gz,5115415,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0055.fna.gz,Escherichia_coli/0055.fna.gz,Escherichia_coli/0055.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
643,Escherichia coli,Escherichia_coli/0056.fna.gz,5702057,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0056.fna.gz,Escherichia_coli/0056.fna.gz,Escherichia_coli/0056.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
644,Escherichia coli,Escherichia_coli/0057.fna.gz,5090442,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0057.fna.gz,Escherichia_coli/0057.fna.gz,Escherichia_coli/0057.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
645,Escherichia coli,Escherichia_coli/0058.fna.gz,5251194,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0058.fna.gz,Escherichia_coli/0058.fna.gz,Escherichia_coli/0058.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
646,Escherichia coli,Escherichia_coli/0059.fna.gz,4916984,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0059.fna.gz,Escherichia_coli/0059.fna.gz,Escherichia_coli/0059.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
647,Escherichia coli,Escherichia_coli/0060.fna.gz,5211844,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0060.fna.gz,Escherichia_coli/0060.fna.gz,Escherichia_coli/0060.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
648,Escherichia coli,Escherichia_coli/0061.fna.gz,5109363,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0061.fna.gz,Escherichia_coli/0061.fna.gz,Escherichia_coli/0061.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
649,Escherichia coli,Escherichia_coli/0062.fna.gz,5094594,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0062.fna.gz,Escherichia_coli/0062.fna.gz,Escherichia_coli/0062.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
650,Escherichia coli,Escherichia_coli/0063.fna.gz,5086442,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0063.fna.gz,Escherichia_coli/0063.fna.gz,Escherichia_coli/0063.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
651,Escherichia coli,Escherichia_coli/0064.fna.gz,5097170,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0064.fna.gz,Escherichia_coli/0064.fna.gz,Escherichia_coli/0064.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
652,Escherichia coli,Escherichia_coli/0065.fna.gz,6323148,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0065.fna.gz,Escherichia_coli/0065.fna.gz,Escherichia_coli/0065.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
653,Escherichia coli,Escherichia_coli/0066.fna.gz,5297124,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0066.fna.gz,Escherichia_coli/0066.fna.gz,Escherichia_coli/0066.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
654,Escherichia coli,Escherichia_coli/0067.fna.gz,4825295,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0067.fna.gz,Escherichia_coli/0067.fna.gz,Escherichia_coli/0067.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
655,Escherichia coli,Escherichia_coli/0068.fna.gz,4981733,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0068.fna.gz,Escherichia_coli/0068.fna.gz,Escherichia_coli/0068.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
656,Escherichia coli,Escherichia_coli/0069.fna.gz,6358645,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0069.fna.gz,Escherichia_coli/0069.fna.gz,Escherichia_coli/0069.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
657,Escherichia coli,Escherichia_coli/0070.fna.gz,4640452,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0070.fna.gz,Escherichia_coli/0070.fna.gz,Escherichia_coli/0070.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
658,Escherichia coli,Escherichia_coli/0071.fna.gz,4980241,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0071.fna.gz,Escherichia_coli/0071.fna.gz,Escherichia_coli/0071.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
659,Escherichia coli,Escherichia_coli/0072.fna.gz,4622443,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0072.fna.gz,Escherichia_coli/0072.fna.gz,Escherichia_coli/0072.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
660,Escherichia coli,Escherichia_coli/0073.fna.gz,5087049,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0073.fna.gz,Escherichia_coli/0073.fna.gz,Escherichia_coli/0073.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
661,Escherichia coli,Escherichia_coli/0074.fna.gz,4865942,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0074.fna.gz,Escherichia_coli/0074.fna.gz,Escherichia_coli/0074.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
662,Escherichia coli,Escherichia_coli/0075.fna.gz,5273195,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0075.fna.gz,Escherichia_coli/0075.fna.gz,Escherichia_coli/0075.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
663,Escherichia coli,Escherichia_coli/0076.fna.gz,5191535,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0076.fna.gz,Escherichia_coli/0076.fna.gz,Escherichia_coli/0076.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
664,Escherichia coli,Escherichia_coli/0077.fna.gz,4344436,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0077.fna.gz,Escherichia_coli/0077.fna.gz,Escherichia_coli/0077.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
665,Escherichia coli,Escherichia_coli/0078.fna.gz,4927557,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0078.fna.gz,Escherichia_coli/0078.fna.gz,Escherichia_coli/0078.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
666,Escherichia coli,Escherichia_coli/0079.fna.gz,5660065,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0079.fna.gz,Escherichia_coli/0079.fna.gz,Escherichia_coli/0079.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
667,Escherichia coli,Escherichia_coli/0080.fna.gz,5377842,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0080.fna.gz,Escherichia_coli/0080.fna.gz,Escherichia_coli/0080.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
668,Escherichia coli,Escherichia_coli/0081.fna.gz,5092868,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0081.fna.gz,Escherichia_coli/0081.fna.gz,Escherichia_coli/0081.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
669,Escherichia coli,Escherichia_coli/0082.fna.gz,5344288,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0082.fna.gz,Escherichia_coli/0082.fna.gz,Escherichia_coli/0082.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
670,Escherichia coli,Escherichia_coli/0083.fna.gz,5427176,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0083.fna.gz,Escherichia_coli/0083.fna.gz,Escherichia_coli/0083.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
671,Escherichia coli,Escherichia_coli/0084.fna.gz,4954598,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0084.fna.gz,Escherichia_coli/0084.fna.gz,Escherichia_coli/0084.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
672,Escherichia coli,Escherichia_coli/0085.fna.gz,4952319,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0085.fna.gz,Escherichia_coli/0085.fna.gz,Escherichia_coli/0085.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
673,Escherichia coli,Escherichia_coli/0086.fna.gz,4757054,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0086.fna.gz,Escherichia_coli/0086.fna.gz,Escherichia_coli/0086.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
674,Escherichia coli,Escherichia_coli/0087.fna.gz,4630643,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0087.fna.gz,Escherichia_coli/0087.fna.gz,Escherichia_coli/0087.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
675,Escherichia coli,Escherichia_coli/0088.fna.gz,5177110,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0088.fna.gz,Escherichia_coli/0088.fna.gz,Escherichia_coli/0088.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
676,Escherichia coli,Escherichia_coli/0089.fna.gz,4953113,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0089.fna.gz,Escherichia_coli/0089.fna.gz,Escherichia_coli/0089.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
677,Escherichia coli,Escherichia_coli/0090.fna.gz,5120203,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0090.fna.gz,Escherichia_coli/0090.fna.gz,Escherichia_coli/0090.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
678,Escherichia coli,Escherichia_coli/0091.fna.gz,5409087,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0091.fna.gz,Escherichia_coli/0091.fna.gz,Escherichia_coli/0091.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
679,Escherichia coli,Escherichia_coli/0092.fna.gz,5069408,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0092.fna.gz,Escherichia_coli/0092.fna.gz,Escherichia_coli/0092.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
680,Escherichia coli,Escherichia_coli/0093.fna.gz,4622523,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0093.fna.gz,Escherichia_coli/0093.fna.gz,Escherichia_coli/0093.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
681,Escherichia coli,Escherichia_coli/0094.fna.gz,4671344,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0094.fna.gz,Escherichia_coli/0094.fna.gz,Escherichia_coli/0094.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
682,Escherichia coli,Escherichia_coli/0095.fna.gz,4974211,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0095.fna.gz,Escherichia_coli/0095.fna.gz,Escherichia_coli/0095.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
683,Escherichia coli,Escherichia_coli/0096.fna.gz,4777750,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0096.fna.gz,Escherichia_coli/0096.fna.gz,Escherichia_coli/0096.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
684,Escherichia coli,Escherichia_coli/0097.fna.gz,5643434,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0097.fna.gz,Escherichia_coli/0097.fna.gz,Escherichia_coli/0097.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
685,Escherichia coli,Escherichia_coli/0098.fna.gz,5079648,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0098.fna.gz,Escherichia_coli/0098.fna.gz,Escherichia_coli/0098.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
686,Escherichia coli,Escherichia_coli/0099.fna.gz,4939018,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0099.fna.gz,Escherichia_coli/0099.fna.gz,Escherichia_coli/0099.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
687,Escherichia coli,Escherichia_coli/0100.fna.gz,5241609,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0100.fna.gz,Escherichia_coli/0100.fna.gz,Escherichia_coli/0100.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
688,Escherichia coli,Escherichia_coli/0101.fna.gz,5838455,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0101.fna.gz,Escherichia_coli/0101.fna.gz,Escherichia_coli/0101.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
689,Escherichia coli,Escherichia_coli/0102.fna.gz,5712300,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0102.fna.gz,Escherichia_coli/0102.fna.gz,Escherichia_coli/0102.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
690,Escherichia coli,Escherichia_coli/0103.fna.gz,5162695,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0103.fna.gz,Escherichia_coli/0103.fna.gz,Escherichia_coli/0103.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
691,Escherichia coli,Escherichia_coli/0104.fna.gz,5405719,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0104.fna.gz,Escherichia_coli/0104.fna.gz,Escherichia_coli/0104.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
692,Escherichia coli,Escherichia_coli/0105.fna.gz,5136740,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0105.fna.gz,Escherichia_coli/0105.fna.gz,Escherichia_coli/0105.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
693,Escherichia coli,Escherichia_coli/0106.fna.gz,5439104,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0106.fna.gz,Escherichia_coli/0106.fna.gz,Escherichia_coli/0106.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
694,Escherichia coli,Escherichia_coli/0107.fna.gz,5404906,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0107.fna.gz,Escherichia_coli/0107.fna.gz,Escherichia_coli/0107.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
695,Escherichia coli,Escherichia_coli/0108.fna.gz,4972342,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0108.fna.gz,Escherichia_coli/0108.fna.gz,Escherichia_coli/0108.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
696,Escherichia coli,Escherichia_coli/0109.fna.gz,4937051,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0109.fna.gz,Escherichia_coli/0109.fna.gz,Escherichia_coli/0109.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
697,Escherichia coli,Escherichia_coli/0110.fna.gz,4953094,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0110.fna.gz,Escherichia_coli/0110.fna.gz,Escherichia_coli/0110.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
698,Escherichia coli,Escherichia_coli/0111.fna.gz,5111061,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0111.fna.gz,Escherichia_coli/0111.fna.gz,Escherichia_coli/0111.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
699,Escherichia coli,Escherichia_coli/0112.fna.gz,5141165,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0112.fna.gz,Escherichia_coli/0112.fna.gz,Escherichia_coli/0112.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
700,Escherichia coli,Escherichia_coli/0113.fna.gz,4908327,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0113.fna.gz,Escherichia_coli/0113.fna.gz,Escherichia_coli/0113.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
701,Escherichia coli,Escherichia_coli/0114.fna.gz,5260512,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0114.fna.gz,Escherichia_coli/0114.fna.gz,Escherichia_coli/0114.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
702,Escherichia coli,Escherichia_coli/0115.fna.gz,5504806,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0115.fna.gz,Escherichia_coli/0115.fna.gz,Escherichia_coli/0115.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
703,Escherichia coli,Escherichia_coli/0116.fna.gz,5423017,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0116.fna.gz,Escherichia_coli/0116.fna.gz,Escherichia_coli/0116.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
704,Escherichia coli,Escherichia_coli/0117.fna.gz,5213222,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0117.fna.gz,Escherichia_coli/0117.fna.gz,Escherichia_coli/0117.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
705,Escherichia coli,Escherichia_coli/0118.fna.gz,5189763,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0118.fna.gz,Escherichia_coli/0118.fna.gz,Escherichia_coli/0118.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
706,Escherichia coli,Escherichia_coli/0119.fna.gz,5333881,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0119.fna.gz,Escherichia_coli/0119.fna.gz,Escherichia_coli/0119.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
707,Escherichia coli,Escherichia_coli/0120.fna.gz,5172127,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0120.fna.gz,Escherichia_coli/0120.fna.gz,Escherichia_coli/0120.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
708,Escherichia coli,Escherichia_coli/0121.fna.gz,5453537,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0121.fna.gz,Escherichia_coli/0121.fna.gz,Escherichia_coli/0121.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
709,Escherichia coli,Escherichia_coli/0122.fna.gz,5196141,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0122.fna.gz,Escherichia_coli/0122.fna.gz,Escherichia_coli/0122.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
710,Escherichia coli,Escherichia_coli/0123.fna.gz,5179294,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0123.fna.gz,Escherichia_coli/0123.fna.gz,Escherichia_coli/0123.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
711,Escherichia coli,Escherichia_coli/0124.fna.gz,5249965,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0124.fna.gz,Escherichia_coli/0124.fna.gz,Escherichia_coli/0124.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
712,Escherichia coli,Escherichia_coli/0125.fna.gz,5256494,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0125.fna.gz,Escherichia_coli/0125.fna.gz,Escherichia_coli/0125.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
713,Escherichia coli,Escherichia_coli/0126.fna.gz,4998678,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0126.fna.gz,Escherichia_coli/0126.fna.gz,Escherichia_coli/0126.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
714,Escherichia coli,Escherichia_coli/0127.fna.gz,4943289,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0127.fna.gz,Escherichia_coli/0127.fna.gz,Escherichia_coli/0127.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
715,Escherichia coli,Escherichia_coli/0128.fna.gz,4855333,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0128.fna.gz,Escherichia_coli/0128.fna.gz,Escherichia_coli/0128.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
716,Escherichia coli,Escherichia_coli/0129.fna.gz,5110580,2,561,562,Bacteria,Escherichia,Escherichia coli,562,562,Escherichia_coli/0129.fna.gz,Escherichia_coli/0129.fna.gz,Escherichia_coli/0129.fna.gz,1,,Escherichia coli,Escherichia coli,Escherichia coli,,,,,,,,
